id_hhx;id_persx;persx;berichtsjahr;alterx;ha3;pa2x;ha6x;ha71x;ha8x;he181;he18_kibetrx;he187x;he19x;he201;he202x;he211;he212x;he22x;he231;he232;he233;he234;he235;he236;he237;he241x;he245x;he246x;he247x;he248;he249x;pfb_ausgef;pb3;pb4;pc5x;pc6;pc7;pc8x;pc9x;pc10;pc11x;pc121;pc122x;pc13x;pc14;pc15;pc16_fruehsonstx;pc16_spaetnachtx;pc17;pc18;pd191;pd192x;pd20;pd21x;pd22x;pe23x;pf24;pf25x;pf26x;pf271;pf272x;pf28x;pf291a;pf291bx;pf292a;pf292bx;pf293a;pf293bx;pf294a;pf294bx;pg321a;pg321b;pg322a;pg322b;pg323a;pg323b;pg324a;pg324b;pg325a;pg325b;pg326a;pg326b;pg331a;pg331b;pg332a;pg332b;pg333a;pg333b;pg334a;pg334b;pg335a;pg335b;pg336a;pg336b;pg337a;pg337b;pg338a;pg338b;pg339a;pg339b;pg3310a;pg3310b;ph341;ph342;ph343;ph344;ph345;ph346;ph347;ph348;ph349;ph3410;ph3411;ph3412;ph3413;ph3414;ph35;pi361a;pi361b;pi362a;pi362b;pi363a;pi363b;pi364a;pi364b;pi365a;pi365b;pi366a;pi366b;pi367a;pi367b;pi368a;pi368b;pi369a;pi369b;pi3610a;pi3610b;pi3611a;pi3611b;pk381;pk382;pk383;pk384;pk385;pk386;pk387;pk388;pk389;pk3810;pk3811;pk3812;pk3813;pk391;pk392;pk393;pk394;pk395;pk396;pk401x;pk402ax;pk402bx;pk402cx;pk402dx;pk402ex;alter_gr1;alter_gr2;soz;erw_typ;isced;bildung_typ;pf31_typ;erw_part;hrfp80;hrfk80
0001;00011;1;2012;45;1;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;2;1;1;39;39;2;3;1;8;20;1;2;-2;-2;2;5;2;-2;-2;-2;-2;5;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;1;1;1;4;1;1;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;4;4;4;4;3;1;9;9;9;4;4;9;3;3;1;4;1;1;1;2;630;759;-2;-2;-2;5;5;4;1;5;3;4;2;464050;
0001;00012;2;2012;44;2;2;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;1;1;2;30;30;2;17;1;8;30;1;2;-2;-2;2;5;2;-2;-2;-2;-2;2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;1;1;1;5;1;1;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;3;3;2;1;9;9;1;3;3;3;2;1;1;4;1;1;1;3;433;759;630;-2;-2;4;4;3;2;3;2;3;1;682897;
0001;00013;3;2012;17;2;1;3;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;32;1;1;31;1;6;2;0;2;0;2;0;1;5;1;1;1;3;1;3;1;4;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;9;3;4;4;9;3;3;2;4;3;2;3;1;1;5;1;1;1;3;630;815;790;-2;-2;2;2;5;3;1;1;1;-2;568478;
0001;00014;4;2012;13;1;1;3;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;27;2;0;25;1;8;2;0;2;0;2;0;1;3;1;1;1;3;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;9;3;4;3;9;3;3;9;4;3;9;9;2;3;4;1;1;1;2;759;790;-2;-2;-2;2;2;-2;-2;1;-2;1;-2;535699;
0002;00021;1;2012;68;1;4;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;9;1;1;1;9;9;9;9;1;1;1;1;5;5;1;5;5;5;0;-2;-2;-2;-2;-2;6;6;6;3;5;3;6;-2;2725487;
0003;00031;1;2012;64;2;4;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;15;1;2;1;1;2;0;1;6;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;1;2;2;0;2;0;2;0;1;1;2;0;9;1;2;1;2;9;9;9;9;1;1;1;1;5;5;1;5;5;5;0;-2;-2;-2;-2;-2;5;5;6;3;3;2;3;3;653237;
0003;00032;2;2012;65;1;4;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;15;1;2;1;1;2;0;1;6;2;0;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;1;1;1;1;9;9;9;1;1;1;1;1;5;5;1;5;5;5;0;-2;-2;-2;-2;-2;6;6;6;3;3;2;3;3;1238934;
0004;00041;1;2012;42;2;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;1;1;2;35;30;2;3;1;21;30;2;2;-2;-2;2;4;2;-2;-2;-2;-2;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;2;0;1;1;2;0;1;8;1;10;2;0;2;0;2;0;2;0;1;2;2;0;2;0;2;0;2;0;2;0;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;0;2;0;2;0;2;0;2;0;1;5;1;3;2;0;2;0;2;0;-1;-1;3;3;4;3;3;2;4;4;5;4;3;3;2;1;1;4;1;2;2;4;790;711;471;421;-2;4;4;3;2;5;3;4;1;923349;
0004;00042;2;2012;40;1;2;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;2;1;1;40;-1;2;6;1;22;25;1;2;-2;-2;2;5;2;-2;-2;-2;-2;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;1;1;2;0;2;0;1;4;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;4;5;1;4;3;1;9;9;9;4;4;3;4;3;3;4;3;1;4;0;-2;-2;-2;-2;-2;4;4;4;1;3;2;3;2;1003909;
0004;00043;3;2012;3;2;1;3;1;1;2;30;0;5;1;-2;-2;-2;-2;0;0;1;0;0;2;0;1;0;0;1;2;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;;585124
0005;00051;1;2012;45;2;3;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;4;-2;1;60;40;2;18;3;-2;-2;1;2;-2;-2;1;1;2;-2;-2;-2;-2;3;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;1;2;0;2;0;1;8;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;1;1;1;1;1;1;2;2;2;2;2;4;2;0;1;2;1;2;2;0;2;0;1;1;2;0;2;0;2;0;2;0;2;0;9;9;4;4;4;1;9;3;-1;4;4;4;3;1;3;4;1;1;1;0;-2;-2;-2;-2;-2;5;5;1;1;5;3;4;-2;502553;
0005;00052;2;2012;26;1;1;3;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;3;1;2;2;1;50;40;2;10;1;40;30;2;2;-2;-2;1;3;2;-2;-2;-2;-2;1;1;2;35;2;0;35;2;0;2;0;2;0;2;0;1;5;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;5;2;0;2;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;9;9;2;1;1;1;1;9;4;4;2;2;1;1;5;1;3;2;1;627;-2;-2;-2;-2;4;4;3;1;2;1;1;-2;1048004;
0006;00061;1;2012;71;1;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;1;4;-1;-1;1;4;2;0;2;0;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;1;2;1;2;2;2;2;2;2;2;2;2;2;-1;1;15;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;1;1;1;2;9;9;9;9;1;2;2;1;4;5;2;5;5;5;0;-2;-2;-2;-2;-2;6;6;6;3;2;1;2;3;1137098;
0006;00062;2;2012;67;2;2;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;1;4;2;0;1;3;1;30;2;0;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;10;1;6;2;0;2;0;2;0;1;2;2;0;2;0;2;0;2;0;2;0;1;1;1;9;1;9;9;9;2;1;2;2;1;3;3;1;4;4;5;0;-2;-2;-2;-2;-2;6;6;6;3;3;2;3;3;1505661;
0007;00071;1;2012;58;2;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;2;1;2;9;9;1;13;1;7;15;3;2;-2;-2;2;4;2;-2;-2;-2;-2;1;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;2;0;1;3;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;4;4;3;2;3;2;9;4;9;3;4;2;3;4;3;2;3;3;2;1;813;-2;-2;-2;-2;5;5;4;2;3;2;3;3;540712;
0007;00072;2;2012;64;1;2;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;2;0;1;4;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;1;2;0;2;0;2;0;2;2;3;2;3;9;9;9;9;2;3;3;2;3;5;4;2;3;3;1;790;-2;-2;-2;-2;5;5;6;3;3;2;3;2;613302;
0007;00073;3;2012;24;1;1;3;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;2;0;1;1;2;0;1;15;2;0;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;9;1;1;1;9;1;3;9;1;1;9;1;4;4;1;4;4;4;0;-2;-2;-2;-2;-2;3;3;5;3;3;2;1;-2;706279;
0008;00081;1;2012;42;2;1;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;4;-2;1;45;45;2;11;2;-2;-2;1;2;-2;-2;2;4;2;-2;-2;-2;-2;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;2;0;2;0;1;10;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;1;2;2;2;1;2;2;2;2;2;2;2;3;2;0;2;0;2;0;1;1;1;2;1;1;2;0;2;0;1;1;2;0;2;0;1;9;2;2;2;1;9;9;1;4;4;1;1;2;1;4;1;2;1;1;139;-2;-2;-2;-2;4;4;1;1;4;2;3;-2;365650;
0008;00082;2;2012;12;1;1;3;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;33;2;0;30;1;2;2;0;2;0;1;1;2;0;2;0;2;0;2;0;1;20;1;10;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;0;2;0;2;0;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;9;9;2;2;9;9;9;9;9;3;2;2;2;4;3;1;3;3;1;2;769;641;-2;-2;-2;2;2;-2;-2;1;-2;1;-2;259207;
0009;00091;1;2012;53;1;1;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;1;1;1;38;36;2;3;1;2;5;1;2;-2;-2;2;5;2;-2;-2;-2;-2;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;9;1;9;3;2;9;9;9;3;5;9;2;1;1;2;1;1;2;2;713;759;-2;-2;-2;5;5;3;1;4;2;3;-2;691484;
0009;00092;2;2012;73;2;4;6;1;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;9;1;1;2;9;9;9;9;4;4;1;1;3;4;2;3;2;4;1;499;-2;-2;-2;-2;6;6;6;3;3;2;3;-2;1006078;
0010;00101;1;2012;60;2;3;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;7;1;2;1;2;4;15;1;7;1;1;5;1;2;-2;-2;2;1;1;1;12;8;4;1;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;2;0;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;1;2;2;0;2;0;1;1;2;0;2;0;2;0;2;0;2;0;1;9;1;1;1;1;9;9;9;1;1;1;1;3;5;1;5;5;5;0;-2;-2;-2;-2;-2;5;5;7;3;2;1;1;-2;235897;
0010;00102;2;2012;14;1;1;3;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;30;2;0;34;2;0;1;1;2;0;1;1;1;11;1;3;2;0;1;3;1;6;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;1;1;1;1;1;2;2;0;2;0;2;0;2;0;9;9;2;4;2;9;1;9;9;4;1;1;1;1;1;5;1;1;3;0;-2;-2;-2;-2;-2;2;2;-2;-2;1;-2;1;-2;381267;
0011;00111;1;2012;50;1;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;3;1;1;40;40;2;15;1;9;30;2;2;-2;-2;2;5;2;-2;-2;-2;-2;5;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;1;1;2;2;1;9;9;1;2;2;4;3;3;3;4;3;2;2;0;-2;-2;-2;-2;-2;5;5;2;1;4;2;3;2;748176;
0011;00112;2;2012;49;2;2;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;1;1;2;25;40;2;14;1;12;20;1;2;-2;-2;2;5;2;-2;-2;-2;-2;1;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;3;3;3;2;9;9;9;3;3;9;9;4;3;4;3;3;3;0;-2;-2;-2;-2;-2;5;5;3;2;3;2;3;1;613586;
0011;00113;3;2012;22;1;1;3;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;1;2;1;40;40;2;15;1;10;30;2;2;-2;-2;2;5;2;-2;-2;-2;-2;1;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;3;2;0;1;1;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;9;3;3;5;3;9;9;9;3;4;9;9;2;3;4;4;3;3;0;-2;-2;-2;-2;-2;3;3;3;1;3;2;3;-2;1506684;
0012;00121;1;2012;75;2;4;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;9;9;1;1;9;9;9;9;1;1;1;1;5;5;5;5;5;5;0;-2;-2;-2;-2;-2;6;6;6;3;2;1;1;-2;1559367;
0013;00131;1;2012;62;1;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;4;1;3;1;2;3;3;2;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;1;2;1;1;1;6;1;3;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;1;2;2;4;1;5;2;0;2;0;2;0;2;0;1;3;2;0;2;0;2;0;2;0;-1;-1;3;4;2;3;5;9;9;9;3;-1;5;4;3;2;3;3;2;2;2;4;520;790;716;759;-2;5;5;2;2;5;3;6;1;1955236;
0013;00132;2;2012;59;2;2;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;1;1;1;1;40;35;2;11;1;8;20;3;2;-2;-2;2;5;2;-2;-2;-2;-2;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;1;3;2;0;1;6;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;4;1;2;2;0;1;2;2;0;1;1;2;0;2;0;2;0;2;0;2;0;1;1;3;4;1;1;9;9;9;4;4;2;2;4;3;4;3;2;2;0;-2;-2;-2;-2;-2;5;5;3;1;5;3;6;2;1010593;
0014;00141;1;2012;70;1;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;1;4;1;15;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;0;2;0;2;0;1;1;2;0;1;1;2;0;2;0;2;0;2;0;2;0;1;1;1;1;1;9;9;1;1;1;1;1;1;3;4;1;4;4;4;0;-2;-2;-2;-2;-2;6;6;6;3;3;2;3;3;1171435;
0014;00142;2;2012;68;2;2;2;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;0;2;0;2;0;1;2;1;24;1;2;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;0;1;5;2;0;1;1;2;0;1;1;2;0;2;0;2;0;2;0;2;0;-1;1;1;1;1;9;9;9;1;1;1;1;1;1;3;1;4;4;4;0;-2;-2;-2;-2;-2;6;6;6;3;3;2;3;3;1539998;
0015;00151;1;2012;55;1;2;1;1;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;4;-2;1;50;50;2;13;3;-2;-2;3;2;-2;-2;1;4;2;-2;-2;-2;-2;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;2;2;0;1;2;1;4;1;12;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;9;2;9;2;1;1;9;9;9;3;3;1;1;3;3;2;3;2;2;2;813;719;-2;-2;-2;5;5;1;1;5;3;6;2;1202196;
