id_hhx;id_persx;persx;berichtsjahr;alterx;ha3x;ha6x;ha81x;ha9x;he201;he20_kibetr1x;he20_kibetr2x;he211x;he212;he221x;he222;he23_sprachfx;he233x;he23_kunstx;he236x;he237x;he238x;he239;he2311x;pfb_ausgef;pa2x;pa3;pa4x;pb5x;pb6;pc7x;pc8;pc9;pc10x;pc11x;pc12x;pc13;pc15bx;pc16;pc171;pc172x;pc18x;pc19;pc20;pc21_fruehx;pc21_spaetx;pc22;pd231;pd232x;pd24x;pe25bx;pf26;pf27x;pf28x;pf29x;pf30;pg311;pg312;pg313;pg314;pg315;pg316;pg317;pg318;pg319;pg3110;pg3111;pg3112;pg3113;pg3114;pg3115;pg32;ph33a;ph33bx;ph34;ph35x;ph361a;ph361bx;ph362a;ph362bx;ph363a;ph363bx;ph364a;ph364bx;ph365a;ph365bx;ph366a;ph366bx;ph367a;ph367bx;ph368a;ph368bx;ph369a;ph369bx;ph3610a;ph3610bx;ph3611a;ph3611bx;ph3612a;ph3612bx;ph3613a;ph3613bx;ph3614a;ph3614bx;ph3615a;ph3615bx;pi37;pi381;pi382;pi383;pi384;pi385;pi386;pi387;pi388;pi389;pi3810;pi3811;pi3812;pi3813;pi3814;pi3815;pi3816;pi391;pi392;pi393;pi394;pi395;pi396;pi397;pi398;pi399;pi3910;pi3911;pi3912;pi401;pi402;pi403;pi404;pi405;pi406;pi411;pi412;pj42x;pj43x;pj44x;pj45;pj46;hrf_p80;hrf_k80;alter_gr1;alter_gr2;soz;erw_typ;erw_part;isced;bildung_typ;pf29_typ;migr
00001;00001_01;1;2022;31;2;1;1;1;;;;;;;;;;;;;;;;1;2;1;2;2;1;1;1;1;43;30;9;2;7214;3;1;10;10;2;2;-2;-2;5;2;-2;-2;9;2;-2;8;13;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;7;9;9;2;2;3;3;5;9;9;9;3;3;3;3;3;3;2;3;1;5;5;4;4;1;1;3;2;3;1;3;5;1;1;2;8;8;2;2;3;1;2;7072.0699029;;4;4;3;1;1;6;3;6;1
00001;00001_02;2;2022;31;1;2;2;2;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;1;40;35;5;1;7134;4;1;30;30;3;2;-2;-2;5;2;-2;-2;9;2;-2;8;4;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;1;2;1;2;5;4;2;9;2;1;1;2;2;5;3;1;2;4;5;4;2;1;2;1;1;4;2;1;5;1;3;2;5;6;2;1;2;2;-2;6084.7443343;;4;4;3;1;1;4;2;3;1
00001;00001_03;3;2022;70;2;6;1;2;;;;;;;;;;;;;;;;1;5;2;-2;8;1;1;1;2;6;0;16;2;5411;4;1;5;5;1;2;-2;-2;5;2;-2;-2;2;2;-2;8;14;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;3;3;9;3;3;3;3;9;9;9;3;3;3;4;3;3;2;3;2;3;5;2;3;3;3;3;3;5;1;9;1;1;2;2;8;8;2;2;4;1;1;8026.6686629;;6;6;6;3;-2;7;3;6;1
00002;00002_01;1;2022;36;1;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;1;40;30;8;2;2632;4;1;17;35;1;2;-2;-2;5;2;-2;-2;6;2;-2;8;13;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;3;9;3;3;2;3;4;9;9;9;2;2;2;9;3;9;3;4;3;5;5;1;1;3;3;1;3;4;4;4;2;1;4;1;3;4;1;1;2;2;-2;2506.4510144;;4;4;3;1;2;6;3;6;2
00002;00002_02;2;2022;39;2;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;-1;2;10;10;5;2;6212;4;1;1;5;1;1;1;2;4;2;-2;-2;1;2;-2;7;2;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;4;9;2;3;4;4;3;9;9;9;3;3;4;9;4;9;3;5;5;5;5;1;4;4;2;4;2;5;3;2;2;1;4;1;5;4;1;1;2;2;-2;2252.6735269;;4;4;3;2;1;3;2;2;2
00002;00002_03;3;2022;16;1;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;9;9;9;2;2;9;9;4;9;9;3;3;2;9;9;9;2;3;3;4;5;3;3;2;2;2;2;3;3;2;4;1;2;1;4;5;1;1;1;2;-2;3264.4143845;;2;2;5;3;-2;1;1;1;2
00003;00003_01;1;2022;48;1;1;2;2;;;;;;;;;;;;;;;;1;2;2;-2;4;1;2;1;1;40;40;5;1;5132;4;1;15;20;1;2;-2;-2;4;2;-2;-2;5;2;-2;2;2;-2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;7;2;9;2;1;2;3;9;9;9;2;2;1;3;3;3;2;2;2;3;3;2;4;2;2;3;2;2;4;2;5;2;1;9;4;4;5;2;2;3;2;-2;3950.1608222;;5;5;4;1;3;2;1;2;1
00003;00003_02;2;2022;46;2;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;10;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;1;3;-2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;7;4;9;3;2;3;4;9;9;9;3;2;2;3;3;3;2;4;2;3;3;4;2;2;3;2;2;2;3;2;5;4;1;5;4;5;5;2;2;2;2;-2;3952.8584106;;5;5;8;3;1;2;1;2;1
00003;00003_03;3;2022;23;1;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;1;1;2;2;18;40;4;1;3114;4;2;-2;-2;3;2;-2;-2;5;2;-2;-2;2;1;3;8;1;-2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;5;9;9;9;3;3;2;3;3;2;2;3;2;2;9;2;2;3;2;2;1;3;2;2;2;4;2;2;2;4;2;2;1;2;3;5;7;2;1;2;2;-2;2048.6341942;;3;3;5;3;-2;3;2;1;1
00003;00003_04;4;2022;16;2;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;6;1;-2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;9;3;4;3;9;3;9;3;3;3;3;3;2;2;4;3;2;4;4;3;2;3;4;2;2;3;2;2;3;1;3;4;5;7;2;1;2;2;-2;4141.9258558;;2;2;5;3;-2;2;1;1;1
00004;00004_01;1;2022;56;2;1;1;1;;;;;;;;;;;;;;;;1;3;2;-2;1;1;4;-2;1;38;30;16;2;8314;4;3;-2;-2;3;2;-2;-2;5;2;-2;-2;11;2;-2;7;13;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;9;9;3;3;3;9;3;9;3;3;3;3;3;3;1;5;4;5;5;3;5;5;5;5;5;3;4;4;9;1;1;1;3;3;1;1;3;2;-2;6717.136124;;5;5;1;1;-2;6;3;6;2
00005;00005_01;1;2022;67;2;1;1;1;;;;;;;;;;;;;;;;1;5;2;-2;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;8;4;-2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;10;9;3;9;9;3;3;9;9;9;3;3;3;3;3;3;3;3;4;4;5;4;2;5;5;4;4;4;5;9;1;2;1;1;3;3;4;1;1;3;2;-2;9049.6135458;;6;6;6;3;-2;4;2;3;2
00006;00006_01;1;2022;59;2;1;1;1;;;;;;;;;;;;;;;;1;5;2;-2;4;1;1;1;1;39;30;13;2;7323;4;1;5;15;2;2;-2;-2;5;2;-2;-2;6;2;-2;7;12;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;1;0;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;2;3;9;2;2;2;3;9;1;3;2;1;1;2;2;3;3;2;1;4;3;2;2;2;2;2;3;5;4;1;1;2;5;3;3;3;2;2;2;2;-2;4956.2473437;;5;5;3;1;-2;6;3;6;1
00006;00006_02;2;2022;24;2;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;3;8;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;9;9;9;3;3;3;9;3;3;9;3;3;3;3;3;3;5;3;2;2;5;3;2;4;4;4;4;4;2;3;4;1;2;1;5;6;1;1;2;2;-2;3214.1898343;;3;3;5;3;-2;3;2;1;2
00007;00007_01;1;2022;80;1;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;6;9;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;1;3;1;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;3;3;9;2;3;9;9;9;9;2;3;2;3;3;9;2;5;2;5;2;2;4;2;4;2;4;5;5;5;1;3;5;4;3;3;1;1;4;1;2;7235.1744114;;6;6;6;3;3;6;3;4;2
00007;00007_02;2;2022;75;2;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;4;4;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;9;3;3;9;2;3;9;9;9;9;-1;-1;-1;3;9;9;2;5;1;5;5;2;4;2;4;2;4;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8776.5029656;;6;6;6;3;3;3;2;3;2
00008;00008_01;1;2022;38;1;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;1;1;1;40;38;15;1;8132;4;1;7;10;1;1;1;1;2;2;-2;-2;9;2;-2;6;7;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;2;9;2;2;1;3;3;9;1;9;1;1;1;2;2;3;1;4;2;3;4;5;2;2;2;2;3;4;3;1;2;1;9;3;3;4;1;1;3;2;-2;2878.2632164;;4;4;3;1;-1;4;2;4;2
00008;00008_02;2;2022;36;2;2;1;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;-1;-1;1;-1;-1;-1;2
00008;00008_03;3;2022;7;2;3;1;1;2;5;10;1;2;25;2;-2;-2;2;1;3;-2;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1407.7945318;1;-2;-2;-2;-2;-2;-2;-2;2
00008;00008_04;4;2022;3;2;3;1;1;2;5;30;4;2;-2;1;-2;-2;-2;-2;3;-2;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1280.7927662;1;-2;-2;-2;-2;-2;-2;-2;2
00009;00009_01;1;2022;52;2;1;1;1;;;;;;;;;;;;;;;;1;5;2;-2;4;1;3;-2;2;38;30;13;2;7323;3;1;12;40;2;2;-2;-2;5;2;-2;-2;10;2;-2;8;12;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;7;9;2;9;1;2;2;3;9;1;1;3;3;3;1;2;2;3;5;1;5;1;3;5;3;4;1;2;5;5;1;2;1;2;3;4;4;1;2;1;1;2;1226.4018131;;5;5;2;2;-2;6;3;6;1
00010;00010_01;1;2022;63;1;1;1;2;;;;;;;;;;;;;;;;1;2;2;-2;4;1;2;2;2;30;41;16;2;3412;4;1;5;30;1;2;-2;-2;4;2;-2;-2;3;2;-2;7;3;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;4;1;9;1;1;1;2;3;9;1;2;1;1;1;2;2;2;3;1;1;3;3;5;1;1;1;3;2;2;1;3;9;9;9;4;8;6;2;2;3;2;-2;4598.1747806;;5;5;4;2;3;3;2;2;1
00010;00010_02;2;2022;25;1;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;3;7;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;1;4;2;-2;1;5;1;7;2;-2;2;-2;1;2;2;-2;2;-2;2;-2;2;-2;5;9;9;9;1;1;2;9;1;9;1;1;1;1;2;2;1;1;1;1;2;2;5;1;1;3;1;2;4;1;1;2;1;1;1;8;8;2;2;3;2;-2;3686.3578903;;4;4;5;3;-2;3;2;1;1
00010;00010_03;3;2022;51;2;2;2;2;;;;;;;;;;;;;;;;1;2;2;-2;7;1;2;1;2;8;14;16;2;6211;4;1;3;15;1;2;-2;-2;5;2;-2;-2;1;2;-2;6;3;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;2;9;2;9;2;2;2;9;9;9;2;2;2;2;1;2;3;2;3;5;3;4;3;1;2;2;2;4;3;9;9;1;9;3;8;8;2;2;3;2;-2;6275.1435703;;5;5;7;3;2;2;1;2;1
00010;00010_04;4;2022;24;1;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;3;7;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;9;9;9;2;2;1;9;9;9;9;1;1;1;2;2;2;1;2;3;3;4;4;2;3;-1;2;3;4;1;1;9;1;1;3;8;8;2;2;2;1;2;3686.3578903;;3;3;5;3;-2;3;2;1;1
00011;00011_01;1;2022;34;1;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;1;1;1;42;36;8;2;7224;1;-2;-2;-2;3;2;-2;-2;5;2;-2;-2;9;2;-2;8;14;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;1;1;1;0;1;0;1;1;1;2;2;-2;1;1;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;9;2;3;2;3;2;2;1;3;1;2;3;3;3;3;4;2;5;2;3;2;1;3;3;4;5;1;1;3;1;5;2;6;6;1;1;1;2;-2;6243.0983237;;4;4;3;1;-2;7;3;6;2
00011;00011_02;2;2022;24;2;8;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;1;1;1;2;8;8;15;2;8112;4;1;22;20;1;1;1;1;5;2;-2;-2;1;1;3;7;7;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;0;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;3;2;3;2;2;2;2;2;3;2;2;3;3;2;4;4;2;4;4;1;3;2;1;3;2;4;1;4;4;1;4;1;6;5;1;1;1;2;-2;4697.920386;;3;3;5;3;-2;4;2;4;2
00012;00012_01;1;2022;54;1;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;1;1;5;-2;1;50;35;1;1;1172;3;1;2;5;3;2;-2;-2;2;1;1;0;8;2;-2;8;4;-2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;-1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;7;9;9;9;9;2;3;1;2;2;3;2;1;3;2;2;3;3;2;1;2;2;5;1;2;4;2;2;4;3;1;5;1;9;2;5;6;1;1;2;2;-2;6870.1059839;;5;5;1;1;-2;4;2;3;2
00013;00013_01;1;2022;43;1;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;1;40;30;8;2;4323;3;1;10;20;1;2;-2;-2;5;2;-2;-2;5;2;-2;8;13;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;3;3;1;2;3;2;3;9;9;9;1;2;2;2;3;4;2;2;2;3;5;4;2;2;3;2;3;4;2;2;2;1;9;2;3;3;1;1;2;2;-2;3042.1859824;;4;4;3;1;2;6;3;6;2
00013;00013_02;2;2022;42;2;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;2;30;20;14;2;8414;4;1;13;30;1;2;-2;-2;1;2;-2;-2;5;2;-2;8;14;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;1;3;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;4;2;9;1;2;2;1;3;9;9;9;1;2;1;1;2;5;1;2;1;4;3;4;2;1;3;2;3;5;9;9;5;1;9;1;4;4;1;1;4;2;-2;2687.1796229;;4;4;3;2;1;7;3;6;2
00013;00013_03;3;2022;7;2;3;1;1;2;-2;10;4;2;24;2;-2;-2;1;4;-2;-2;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902.9006352;1;-2;-2;-2;-2;-2;-2;-2;2
00013;00013_04;4;2022;6;1;3;1;1;1;-2;-2;-2;1;24;2;-2;-2;-2;3;-2;-2;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1822.5364496;1;-2;-2;-2;-2;-2;-2;-2;2
00013;00013_05;5;2022;3;1;3;1;1;2;-2;30;5;2;-2;1;-2;-2;-2;-2;-2;-2;1;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2439.9439865;1;-2;-2;-2;-2;-2;-2;-2;2
00014;00014_01;1;2022;37;2;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;3;-2;2;25;35;13;2;7142;2;1;40;40;3;2;-2;-2;5;2;-2;-2;9;2;-2;8;13;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;2;9;2;2;3;2;3;9;9;3;2;1;1;3;2;2;2;2;2;4;3;4;2;1;2;2;2;5;2;3;3;1;3;1;5;5;1;1;1;2;-2;578.09437713;;4;4;2;2;2;6;3;6;2
00014;00014_02;2;2022;44;1;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;3;-2;2;30;38;13;2;7323;2;3;-2;-2;2;1;1;2;5;2;-2;-2;8;2;-2;8;13;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;8;2;9;2;3;3;2;3;9;9;3;4;3;4;2;3;3;2;5;4;5;5;4;4;2;4;3;4;5;1;2;1;1;5;1;4;5;1;1;3;2;-2;247.07952671;;4;4;2;2;2;6;3;6;2
00014;00014_03;3;2022;7;1;3;1;1;1;-2;-2;-2;1;29;2;-2;-2;-2;-2;1;2;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516.10599045;1;-2;-2;-2;-2;-2;-2;-2;2
00014;00014_04;4;2022;3;1;3;1;1;1;-2;-2;-2;1;-2;1;-2;-2;-2;-2;-2;-2;1;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;628.48098402;1;-2;-2;-2;-2;-2;-2;-2;2
00015;00015_01;1;2022;36;1;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;1;1;5;-2;1;45;30;7;1;6324;1;-2;-2;-2;1;1;1;1;2;2;-2;-2;11;2;-2;8;13;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;3;1;9;1;2;1;2;5;9;9;9;1;1;1;1;2;9;3;1;1;2;5;4;1;2;4;1;2;5;1;2;4;1;9;1;3;5;1;1;3;2;-2;2055.5930549;;4;4;1;1;1;7;3;6;2
00015;00015_02;2;2022;36;2;2;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;1;1;1;40;35;7;1;6323;3;1;1;15;1;2;-2;-2;1;2;-2;-2;8;2;-2;8;14;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;1;9;1;1;2;2;1;9;9;9;1;1;1;2;3;2;1;1;1;1;1;5;1;1;1;1;1;5;2;3;3;1;9;1;6;6;1;1;2;2;-2;2189.1013393;;4;4;3;1;1;6;3;6;2
00015;00015_03;3;2022;0;1;3;1;1;2;5;-2;1;2;-2;1;-2;-2;-2;-2;-2;-2;1;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1565.739023;1;-2;-2;-2;-2;-2;-2;-2;2
00016;00016_01;1;2022;40;1;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;1;35;25;15;1;8313;4;1;1;5;1;1;1;1;2;2;-2;-2;7;2;-2;8;11;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;2;9;2;1;1;2;4;9;3;9;1;2;2;3;3;5;5;4;2;5;5;4;2;2;3;2;4;5;2;3;2;2;4;2;3;3;1;1;2;2;-2;3077.1512967;;4;4;3;1;3;6;3;4;2
