id_hhx;id_persx;persx;berichtsjahr;alterx;ha3x;ha6x;ha81x;ha9x;he201;he20_kibetr1x;he20_kibetr2x;he211x;he212;he221x;he222;he23_sprachfx;he233x;he23_kunstx;he236x;he237x;he238x;he239;he2311x;pfb_ausgef;pa2x;pa3;pa4x;pb5x;pb6;pc7x;pc8;pc9;pc10x;pc11x;pc12x;pc13;pc15bx;pc16;pc171;pc172x;pc18x;pc19;pc20;pc21_fruehx;pc21_spaetx;pc22;pd231;pd232x;pd24x;pe25bx;pf26;pf27x;pf28x;pf29x;pf30;pg311;pg312;pg313;pg314;pg315;pg316;pg317;pg318;pg319;pg3110;pg3111;pg3112;pg3113;pg3114;pg3115;pg32;ph33a;ph33bx;ph34;ph35x;ph361a;ph361bx;ph362a;ph362bx;ph363a;ph363bx;ph364a;ph364bx;ph365a;ph365bx;ph366a;ph366bx;ph367a;ph367bx;ph368a;ph368bx;ph369a;ph369bx;ph3610a;ph3610bx;ph3611a;ph3611bx;ph3612a;ph3612bx;ph3613a;ph3613bx;ph3614a;ph3614bx;ph3615a;ph3615bx;pi37;pi381;pi382;pi383;pi384;pi385;pi386;pi387;pi388;pi389;pi3810;pi3811;pi3812;pi3813;pi3814;pi3815;pi3816;pi391;pi392;pi393;pi394;pi395;pi396;pi397;pi398;pi399;pi3910;pi3911;pi3912;pi401;pi402;pi403;pi404;pi405;pi406;pi411;pi412;pj42x;pj43x;pj44x;pj45;pj46;hrf_p80;hrf_k80;alter_gr1;alter_gr2;soz;erw_typ;erw_part;isced;bildung_typ;pf29_typ;migr
03371;03371_03;3;2022;15;2;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;3;1;-2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;-2;-2;-2;2;-2;1;2;1;0;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;7;9;9;9;3;2;2;9;9;2;3;2;1;2;9;2;3;4;3;1;4;4;5;1;2;3;2;3;4;2;1;1;1;5;5;4;3;1;1;1;2;-2;3013.8276595;;2;2;-2;-2;-2;2;-2;1;2
03372;03372_01;1;2022;32;2;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;2;1;3;-2;2;0;20;13;2;7323;1;-2;-2;-2;2;2;-2;-2;5;2;-2;-2;8;2;-2;8;14;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;1;0;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;3;9;2;3;2;2;9;9;9;9;2;2;2;3;3;9;4;5;4;5;5;5;3;4;4;3;4;4;1;2;2;1;9;1;4;4;1;1;1;2;-2;866.32907778;;4;4;2;2;-1;6;3;6;2
03372;03372_02;2;2022;31;1;2;1;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;-1;-1;2;-1;-1;-1;2
03372;03372_03;3;2022;0;1;3;1;1;1;-2;-2;-2;1;-2;1;-2;-2;-2;-2;-2;-2;1;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;819.2445471;1;-2;-2;-2;-2;-2;-2;-2;2
03373;03373_01;1;2022;49;2;1;1;1;;;;;;;;;;;;;;;;1;5;2;-2;10;1;1;-1;2;3;20;12;2;5411;4;1;3;20;3;2;-2;-2;5;2;-2;-2;1;2;-2;3;4;-2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;-1;2;-2;-2;-2;2;-2;2;-2;2;-2;1;0;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;3;2;9;9;2;4;5;9;9;9;3;3;3;3;3;3;2;-1;-1;-1;4;-1;-1;-1;3;-1;-1;-1;1;9;5;1;9;1;8;8;1;1;3;1;2;2370.484644;;5;5;8;3;-2;3;2;3;2
03373;03373_02;2;2022;7;1;3;1;1;1;-2;-2;-2;1;25;2;-2;-2;-2;-2;-2;-2;1;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120.7968219;1;-2;-2;-2;-2;-2;-2;-2;2
03374;03374_01;1;2022;28;2;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;1;1;1;39;30;15;2;8112;4;1;23;30;1;2;-2;-2;5;1;1;10;6;2;-2;6;7;-2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;9;9;2;9;1;2;9;9;9;9;3;2;3;9;2;9;2;4;3;5;4;4;4;3;5;4;4;5;3;1;5;1;2;4;6;6;1;1;1;2;-2;13619.742293;;4;4;3;1;-2;4;2;4;2
03375;03375_01;1;2022;39;1;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;1;1;1;45;35;13;2;7154;2;2;-2;-2;2;2;-2;-2;4;1;1;5;1;2;-2;8;14;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;3;3;3;3;3;9;9;9;3;3;3;3;3;3;3;2;3;4;4;2;4;4;4;4;4;3;2;2;1;1;9;1;5;6;1;1;1;2;-2;7285.2996959;;4;4;3;1;2;7;3;6;2
03375;03375_02;2;2022;36;2;2;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;1;1;2;28;28;15;2;8313;4;1;4;10;1;1;1;1;3;1;1;10;8;2;-2;6;14;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;3;3;2;3;3;9;9;9;3;2;3;3;3;3;3;4;3;5;4;3;2;3;2;3;3;4;2;5;4;1;9;1;4;5;1;1;2;2;-2;4666.7205234;;4;4;3;2;1;7;3;6;2
03376;03376_01;1;2022;42;2;1;1;1;;;;;;;;;;;;;;;;1;3;2;-2;4;1;1;1;2;34;30;14;2;8313;4;1;1;15;1;2;-2;-2;4;2;-2;-2;6;2;-2;7;14;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;2;9;9;2;2;2;3;9;9;9;2;2;1;9;2;9;1;3;1;4;4;4;1;1;4;2;4;5;5;4;4;1;5;1;2;3;1;1;2;1;2;1416.4785434;;4;4;3;2;-2;6;3;6;2
03376;03376_02;2;2022;6;1;3;1;1;1;-2;-2;-2;1;16;2;-2;-2;-2;1;3;1;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;918.43536803;1;-2;-2;-2;-2;-2;-2;-2;2
03377;03377_01;1;2022;27;1;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;1;1;1;40;30;8;2;4324;2;1;30;50;3;2;-2;-2;5;2;-2;-2;9;2;-2;7;13;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;9;9;3;2;1;1;3;2;9;9;2;2;3;9;2;5;1;2;2;3;5;5;1;1;4;2;3;5;1;1;9;1;9;4;8;5;1;1;1;2;-2;7326.746488;;4;4;3;1;-2;6;3;6;2
03377;03377_02;2;2022;21;1;8;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;3;8;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;2;2;3;3;9;3;3;9;3;2;3;3;3;3;2;3;2;1;3;2;3;3;4;2;3;3;1;1;2;1;2;1;6;5;1;1;2;2;-2;4410.0457352;;3;3;5;3;-2;3;2;1;2
03378;03378_01;1;2022;65;2;1;1;1;;;;;;;;;;;;;;;;1;4;2;-2;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;7;13;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;-2;-2;-2;1;2;2;-2;1;4;2;-2;2;-2;2;-2;1;3;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;10;9;3;9;3;3;2;9;9;9;3;3;3;3;3;3;9;3;4;4;5;5;2;5;5;5;5;5;5;9;5;1;1;9;2;3;3;1;1;2;2;-2;6604.1757804;;6;6;6;3;-2;6;3;6;2
03379;03379_01;1;2022;42;1;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;1;40;35;8;2;4344;2;1;20;25;3;2;-2;-2;4;2;-2;-2;11;2;-2;8;12;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;5;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;2;9;2;3;2;2;3;9;2;2;2;2;1;2;3;3;2;3;2;2;1;4;1;1;2;1;1;5;3;5;1;1;5;1;8;6;1;1;3;2;-2;3594.723712;;4;4;3;1;2;6;3;6;2
03379;03379_02;2;2022;41;2;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;2;20;20;14;2;8312;3;1;9;20;1;2;-2;-2;5;2;-2;-2;4;2;-2;6;8;-2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;2;9;3;2;9;3;3;9;9;4;2;2;3;9;3;3;3;4;3;4;4;3;2;2;2;2;2;4;2;1;5;2;9;2;4;5;1;1;3;2;-2;3340.9462244;;4;4;3;2;1;6;3;4;2
03379;03379_03;3;2022;12;1;3;1;1;;;;;;;;;;;;;;;;1;1;-2;-2;6;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;1;-2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;9;9;9;3;3;3;9;9;2;9;3;2;3;9;9;3;3;1;2;2;3;4;3;1;1;2;2;1;1;1;5;1;1;1;4;5;1;1;2;2;-2;3663.2677688;;2;2;-2;-2;-2;1;-2;1;2
03379;03379_04;4;2022;10;2;3;1;1;;;;;;;;;;;;;;;;1;1;-2;-2;6;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;1;-2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;9;3;2;3;9;3;9;3;3;3;3;9;3;3;5;5;4;5;5;3;5;2;2;5;5;3;1;1;9;2;1;5;3;4;1;1;1;2;-2;3800.7819326;;2;1;-2;-2;-2;1;-2;1;2
03379;03379_05;5;2022;6;2;3;1;1;1;-2;-2;-2;1;24;2;-2;-2;-2;2;-2;-2;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3936.7638413;1;-2;-2;-2;-2;-2;-2;-2;2
03380;03380_01;1;2022;58;1;1;1;1;;;;;;;;;;;;;;;;1;3;2;-2;4;1;1;1;1;35;35;5;1;6122;4;1;50;50;1;2;-2;-2;5;2;-2;-2;9;2;-2;3;4;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;2;9;2;2;3;1;3;9;9;9;2;2;1;3;2;1;2;3;1;2;4;4;2;1;1;3;2;2;4;1;3;1;9;5;4;4;1;1;3;2;-2;7468.3250727;;5;5;3;1;2;3;2;3;2
03380;03380_02;2;2022;53;2;2;1;1;;;;;;;;;;;;;;;;1;3;2;-2;4;1;1;1;2;32;35;15;2;7322;4;1;15;10;1;2;-2;-2;5;2;-2;-2;8;2;-2;7;13;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;1;8;1;6;2;-2;2;-2;1;3;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;1;9;2;2;2;1;2;9;9;9;2;1;2;2;1;3;3;2;1;2;2;4;2;1;1;2;2;3;2;2;1;1;9;3;7;8;1;1;2;2;-2;5575.3543527;;5;5;3;2;1;6;3;6;2
03380;03380_03;3;2022;21;1;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;3;8;1;-2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;2;-2;-2;-2;2;-2;2;-2;1;3;2;-2;2;-2;1;3;1;3;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;9;9;9;2;1;3;2;2;2;3;1;2;2;3;3;1;1;1;2;1;3;4;1;2;1;1;1;2;1;1;2;1;9;3;6;7;1;1;3;2;-2;3975.2246777;;3;3;5;3;-2;3;2;1;2
03381;03381_01;1;2022;48;1;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;3;-2;1;50;40;6;1;5164;3;1;40;40;2;2;-2;-2;5;2;-2;-2;11;2;-2;8;15;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;3;2;-2;2;-2;2;-2;2;-2;8;2;9;3;3;3;2;3;9;2;9;3;2;2;3;3;3;2;4;1;2;3;4;2;2;2;2;2;5;2;9;2;1;9;4;3;3;1;2;1;2;-2;1153.8970624;;5;5;2;1;1;8;3;6;1
03381;03381_02;2;2022;46;2;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;1;40;40;18;1;1174;2;1;10;35;3;2;-2;-2;4;2;-2;-2;9;2;-2;8;14;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;1;0;1;0;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;2;9;3;2;2;2;3;9;1;2;2;1;1;9;2;2;2;5;1;5;2;3;4;2;4;2;4;5;9;5;1;1;9;4;2;1;1;1;2;2;-2;1412.8406113;;5;5;3;1;1;7;3;6;2
03381;03381_03;3;2022;18;1;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;1;-2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;-2;-2;-2;2;-2;1;3;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;9;9;3;3;2;3;9;2;2;2;3;2;2;3;3;3;4;5;3;5;4;3;3;3;4;1;3;4;2;1;4;1;2;4;5;5;1;1;1;2;-2;715.83225453;;3;3;5;3;-2;1;1;1;2
03381;03381_04;4;2022;16;1;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;1;3;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;9;3;4;2;1;9;9;9;2;2;3;3;3;9;5;4;3;4;5;4;2;3;3;3;3;4;1;1;9;1;2;1;4;3;1;1;1;2;-2;1474.8353204;;2;2;5;3;-2;1;1;1;2
03381;03381_05;5;2022;13;2;3;1;1;;;;;;;;;;;;;;;;1;1;-2;-2;6;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;1;-2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;-1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;9;9;9;3;3;2;9;9;9;9;2;2;2;3;9;9;4;2;2;2;5;3;1;2;2;2;2;1;1;2;5;1;1;5;6;7;1;1;2;2;-2;1269.8685345;;2;2;-2;-2;-2;1;-2;1;2
03382;03382_01;1;2022;45;2;1;1;1;;;;;;;;;;;;;;;;1;5;2;-2;4;1;1;1;1;38;35;15;2;8173;4;1;3;10;3;2;-2;-2;5;2;-2;-2;6;2;-2;8;7;-2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;2;1;3;1;3;2;3;9;3;4;2;1;2;3;3;3;2;3;2;4;3;4;2;2;3;2;3;5;3;2;3;1;2;1;5;6;1;1;2;2;-2;2935.7233924;;5;5;3;1;-2;4;2;4;2
03382;03382_02;2;2022;19;2;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;1;1;1;2;24;20;7;2;6331;4;1;1;5;1;1;2;1;1;2;-2;-2;1;1;1;7;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;9;9;9;3;2;2;3;2;9;9;1;2;1;2;3;3;4;1;2;1;3;2;1;1;2;2;1;5;2;1;1;1;4;1;4;5;1;1;1;2;-2;2208.8561861;;3;3;5;3;-2;3;2;1;2
03382;03382_03;3;2022;17;2;3;1;1;;;;;;;;;;;;;;;;1;1;2;-2;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;3;1;-2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;4;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;4;9;9;9;3;2;3;9;9;3;3;3;3;3;3;3;3;4;1;1;1;3;4;1;3;3;1;1;3;1;1;2;1;2;2;6;7;1;1;3;1;2;3000.6079275;;2;2;5;3;-2;2;1;1;2
03383;03383_01;1;2022;45;2;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;2;30;30;16;2;7223;4;1;15;30;1;2;-2;-2;5;2;-2;-2;6;2;-2;5;9;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;5;9;2;2;9;3;3;3;9;9;9;4;4;3;9;3;3;3;3;4;1;3;3;3;3;1;3;1;3;9;9;9;1;5;4;1;3;1;1;2;2;-2;6458.9739984;;5;5;3;2;-1;6;3;4;2
03383;03383_02;2;2022;62;1;2;1;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;-1;-1;2;-1;-1;-1;2
03384;03384_01;1;2022;80;2;1;1;1;;;;;;;;;;;;;;;;1;4;2;-2;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;5;4;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;0;2;-2;2;-2;2;-2;2;-2;2;-2;1;1;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;9;9;9;9;9;3;3;9;9;9;9;3;3;3;3;3;4;4;3;4;2;4;2;4;2;4;4;4;3;9;9;9;5;9;5;1;1;1;1;3;2;-2;7721.1379872;;6;6;6;3;-2;3;2;3;2
03385;03385_01;1;2022;80;1;1;1;2;;;;;;;;;;;;;;;;1;1;2;-2;8;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;3;4;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;1;2;2;-2;2;-2;2;-2;6;9;9;9;2;2;2;9;9;9;9;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;3;4;5;9;9;9;2;9;9;1;1;2;2;3;1;2;7144.4460339;;6;6;6;3;-2;3;2;3;1
03386;03386_01;1;2022;54;1;1;1;1;;;;;;;;;;;;;;;;1;1;2;-2;4;1;2;1;2;20;20;13;2;1212;4;1;6;25;1;2;-2;-2;5;2;-2;-2;3;2;-2;6;9;-2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;6;9;9;9;1;1;2;3;9;9;3;1;1;2;2;2;3;3;3;3;2;3;2;1;3;2;1;1;4;3;5;5;1;9;4;5;3;1;1;4;2;-2;7083.8193181;;5;5;4;2;-2;6;3;4;2
03387;03387_01;1;2022;40;1;1;1;1;;;;;;;;;;;;;;;;1;2;2;-2;4;1;1;1;1;40;40;13;1;7322;4;1;7;10;2;2;-2;-2;5;2;-2;-2;5;2;-2;8;4;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;7;2;9;3;3;2;2;3;9;9;9;1;1;1;1;2;3;2;3;1;3;4;2;1;2;3;1;2;5;2;2;1;1;1;4;5;6;1;1;3;2;-2;2744.4140669;;4;4;3;1;3;4;2;3;2
03387;03387_02;2;2022;43;2;2;1;1;;;;;;;;;;;;;;;;1;2;2;-2;10;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;7;8;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;1;3;1;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;4;3;9;2;5;3;2;9;9;9;9;2;2;2;2;3;3;3;3;4;2;5;4;2;2;2;3;3;2;4;1;5;4;1;3;5;7;1;1;4;1;1;2760.7340365;;4;4;8;3;1;6;3;4;2
03387;03387_03;3;2022;12;1;3;1;1;;;;;;;;;;;;;;;;1;1;-2;-2;6;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;1;1;1;-2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;8;9;9;9;3;3;9;9;3;9;9;2;2;2;3;9;9;5;4;4;3;5;4;3;3;2;3;4;2;1;4;9;4;1;5;5;7;1;1;2;2;-2;2790.6895333;;2;2;-2;-2;-2;1;-2;1;2
03387;03387_04;4;2022;7;1;3;1;1;2;-2;10;5;2;30;2;-2;-2;-2;-2;2;5;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1883.6581549;1;-2;-2;-2;-2;-2;-2;-2;2
03387;03387_05;5;2022;7;1;3;1;1;2;-2;10;5;2;30;2;-2;-2;-2;-2;2;5;2;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1883.6581549;1;-2;-2;-2;-2;-2;-2;-2;2
03388;03388_01;1;2022;30;1;1;2;2;;;;;;;;;;;;;;;;1;1;2;-2;7;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;8;14;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;-2;-2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;2;-2;3;9;9;9;3;3;1;2;2;2;9;2;1;2;1;9;4;4;5;1;2;5;3;1;1;4;1;1;5;5;1;2;2;4;1;4;8;2;2;1;2;-2;11112.196605;;4;4;7;3;-2;7;3;6;1
